what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424469724143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469728939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469740425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469742065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469753192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424469759974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424469760146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424469760333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424469760724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424469768803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424469773240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424469776162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469784976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424469802415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424469805134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1424469810150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1424469811056
